seed,method,multiplier,arm,rmse,rmse_vs_oracle,nll,coverage95,prec_trace_ratio,prec_rel_error,confidence,confidence_oracle,consensus_spread
0,inv_cov_int,8,duplicate,0.7500825755592573,0.6421122821341632,4.211489270620009,1.0,0.29414695478675956,0.7380625426078111,1.7156381397345772,4.2279222099339675,3.403507697896657e-09
0,inv_cov_int,8,replacement,0.21679475480251237,0.18930117661267415,2.414536366725864,1.0,0.0455166005993657,0.9554880089851656,1.4577617057451722,7.808957487908635,1.2434497875801753e-14
0,bp_backtrack,8,duplicate,0.18295486543892492,0.09850953736959019,4.190733087247194e+18,0.0,1.091710418795577e+19,1.1117450260179374e+19,91.85053519858471,4.2279222099339675,0.10246652540132573
0,bp_backtrack,8,replacement,0.1715157217944543,0.13176703879665083,4.088610094622578e+18,0.0,1.5063850435973258e+18,1.5155432487883712e+18,91.497131727236,7.808957487908635,0.44536531423320014
0,bp_cavity,8,duplicate,0.17791509310598425,0.09035865697774524,588383982575335.0,0.0,1644974396287562.2,1674130602926163.2,74.25179350982316,4.2279222099339675,0.08524469003970125
0,bp_cavity,8,replacement,0.15225750391207574,0.10802495812665122,496267511073700.4,0.0,226980047547949.94,227947643833319.06,73.90385760317425,7.808957487908635,0.3693884305073567
0,bp_trw,8,duplicate,0.16754381153082212,0.07648261702135858,34181.21499539812,0.0,112060.41965684484,113903.97943906399,27.43634321921813,4.2279222099339675,0.028691609800510776
0,bp_trw,8,replacement,0.10908657708222287,0.03714666471279664,18193.838174334287,0.0,15462.54273678079,15471.456082195797,27.099096815829053,7.808957487908635,0.12358440624635847
0,ec_exact,16,duplicate,0.19817145247291476,4.132599402836115e-16,-0.17078914484442861,1.0,0.9999999999999996,7.584572354603809e-16,4.227922209933967,4.2279222099339675,4.440892098500626e-15
0,ec_exact,16,replacement,0.05802871803923218,5.524464729589784e-16,-4.789468028951214,1.0,0.9999999999999993,1.1719629947987826e-15,9.130282809433865,9.130282809433865,3.552713678800501e-15
0,naive_sum,16,duplicate,0.16618627045462597,0.07514328529275413,1.2339936726944962e+21,0.0,4.1337968122093875e+21,4.2011685960476865e+21,103.73023034669953,4.2279222099339675,1.9914217830319103e-07
0,naive_sum,16,replacement,0.054328203281625916,0.006778422582433201,1.676794497024694e+20,0.0,2.8801286916688308e+20,2.880204503760375e+20,103.3493030705416,9.130282809433865,1.0965574404053768e-07
0,mean_pool,16,duplicate,0.4245152405225463,0.3111636596452839,3.2430643014480074,1.0,0.18625106964903254,0.8270112457294898,0.9848443684793626,4.2279222099339675,2.6762929983270567e-08
0,mean_pool,16,replacement,0.4638019300838221,0.42645287673406107,3.5138654549618593,1.0,0.015549507938799651,0.9844764052264836,0.8050662852549861,9.130282809433865,1.5163040378851633e-08
0,cov_int,16,duplicate,0.4006824456286419,0.27634863064242343,2.882932336518911,1.0,0.2365793705967304,0.7679286529775908,1.375672845109167,4.2279222099339675,8.881784197001252e-16
0,cov_int,16,replacement,0.39490514477411187,0.36027808512750137,3.07896641038783,1.0,0.018906197454145825,0.9810424616876869,1.1773153588680239,9.130282809433865,2.6645352591003757e-15
